Case,Date,Sales Person,Activity
11428,6/3/2011,Bob,Lead
11428,6/9/2011,Bob,Contact
11428,6/10/2011,Bob,Contact
11428,6/13/2011,Bob,Contact
11428,6/15/2011,Bob,No Quote
11428,6/16/2011,Bob,Lose
11429,6/17/2011,Mary,Lead
11429,6/21/2011,Mary,Contact
11429,6/28/2011,Mary,Contact
11429,6/29/2011,Mary,No Quote
11429,6/30/2011,Mary,Lose
11430,7/1/2011,Bill,Lead
11430,7/4/2011,Bill,Contact
11430,7/6/2011,Bill,Contact
11430,7/11/2011,Bill,Contact
11430,7/12/2011,Bill,Contact
11430,7/13/2011,Bill,No Quote
11430,7/14/2011,Bill,Lose
11431,7/15/2011,Jane,Lead
11431,7/18/2011,Jane,Contact
11431,7/20/2011,Jane,Contact
11431,7/21/2011,Jane,Contact
11431,7/22/2011,Jane,Contact
11431,7/25/2011,Jane,Contact
11431,7/27/2011,Jane,Quote
11431,7/28/2011,Jane,Win
11432,7/29/2011,Bob,Lead
11432,8/1/2011,Bob,Contact
11432,8/2/2011,Bob,Contact
11432,8/3/2011,Bob,Contact
11432,8/4/2011,Bob,Contact
11432,8/5/2011,Bob,Contact
11432,8/8/2011,Bob,Contact
11432,8/9/2011,Bob,Contact
11432,8/10/2011,Bob,Quote
11432,8/11/2011,Bob,Win
11433,8/12/2011,Mary,Lead
11433,8/15/2011,Mary,Contact
11433,8/16/2011,Mary,Contact
11433,8/18/2011,Mary,Contact
11433,8/19/2011,Mary,Contact
11433,8/24/2011,Mary,No Quote
11433,8/25/2011,Mary,Lose
11434,8/26/2011,Bill,Lead
11434,8/29/2011,Bill,Contact
11434,8/31/2011,Bill,Contact
11434,9/1/2011,Bill,Contact
11434,9/5/2011,Bill,Contact
11434,9/7/2011,Bill,Quote
11434,9/8/2011,Bill,Win
11435,9/9/2011,Jane,Lead
11435,9/13/2011,Jane,Contact
11435,9/14/2011,Jane,Contact
11435,9/15/2011,Jane,Contact
11435,9/19/2011,Jane,Contact
11435,9/21/2011,Jane,Quote
11435,9/22/2011,Jane,Lose
11436,9/23/2011,Bob,Lead
11436,9/27/2011,Bob,Contact
11436,9/28/2011,Bob,Contact
11436,9/29/2011,Bob,Contact
11436,10/5/2011,Bob,No Quote
11436,10/6/2011,Bob,Lose
11437,10/7/2011,Mary,Lead
11437,10/11/2011,Mary,Contact
11437,10/12/2011,Mary,Contact
11437,10/13/2011,Mary,Contact
11437,10/17/2011,Mary,Contact
11437,10/18/2011,Mary,Contact
11437,10/19/2011,Mary,Quote
11437,10/20/2011,Mary,Win
11438,10/21/2011,Bill,Lead
11438,10/24/2011,Bill,Contact
11438,10/26/2011,Bill,Contact
11438,10/27/2011,Bill,Contact
11438,10/28/2011,Bill,Contact
11438,11/2/2011,Bill,Quote
11438,11/3/2011,Bill,Win
11439,11/4/2011,Jane,Lead
11439,11/8/2011,Jane,Contact
11439,11/9/2011,Jane,Contact
11439,11/10/2011,Jane,Contact
11439,11/11/2011,Jane,Contact
11439,11/14/2011,Jane,Contact
11439,11/16/2011,Jane,Quote
11439,11/17/2011,Jane,Lose
11440,11/18/2011,Bob,Lead
11440,11/21/2011,Bob,Contact
11440,11/22/2011,Bob,Contact
11440,11/24/2011,Bob,Contact
11440,11/29/2011,Bob,Contact
11440,11/30/2011,Bob,No Quote
11440,12/1/2011,Bob,Lose
11441,12/2/2011,Mary,Lead
11441,12/7/2011,Mary,Contact
11441,12/8/2011,Mary,Contact
11441,12/14/2011,Mary,No Quote
11441,12/15/2011,Mary,Lose
11442,12/16/2011,Bill,Lead
11442,12/21/2011,Bill,Contact
11442,12/28/2011,Bill,No Quote
11442,12/29/2011,Bill,Lose
11443,12/30/2011,Jane,Lead
11443,1/4/2012,Jane,Contact
11443,1/6/2012,Jane,Contact
11443,1/9/2012,Jane,Contact
11443,1/10/2012,Jane,Contact
11443,1/11/2012,Jane,Quote
11443,1/12/2012,Jane,Win
11444,1/13/2012,Bob,Lead
11444,1/18/2012,Bob,Contact
11444,1/20/2012,Bob,Contact
11444,1/24/2012,Bob,Contact
11444,1/25/2012,Bob,No Quote
11444,1/26/2012,Bob,Lose
11445,1/27/2012,Mary,Lead
11445,1/31/2012,Mary,Contact
11445,2/3/2012,Mary,Contact
11445,2/7/2012,Mary,Contact
11445,2/8/2012,Mary,No Quote
11445,2/9/2012,Mary,Lose
11446,2/10/2012,Bill,Lead
11446,2/13/2012,Bill,Contact
11446,2/15/2012,Bill,Contact
11446,2/17/2012,Bill,Contact
11446,2/20/2012,Bill,Contact
11446,2/22/2012,Bill,No Quote
11446,2/23/2012,Bill,Lose
11447,2/24/2012,Jane,Lead
11447,2/27/2012,Jane,Contact
11447,2/28/2012,Jane,Contact
11447,3/5/2012,Jane,Contact
11447,3/6/2012,Jane,Contact
11447,3/7/2012,Jane,No Quote
11447,3/8/2012,Jane,Lose
11448,3/9/2012,Bob,Lead
11448,3/12/2012,Bob,Contact
11448,3/15/2012,Bob,Contact
11448,3/19/2012,Bob,Contact
11448,3/21/2012,Bob,No Quote
11448,3/22/2012,Bob,Lose
11449,3/23/2012,Mary,Lead
11449,3/28/2012,Mary,Contact
11449,3/30/2012,Mary,Contact
11449,4/2/2012,Mary,Contact
11449,4/3/2012,Mary,Contact
11449,4/4/2012,Mary,No Quote
11449,4/5/2012,Mary,Lose
11450,4/6/2012,Bill,Lead
11450,4/9/2012,Bill,Contact
11450,4/10/2012,Bill,Contact
11450,4/12/2012,Bill,Contact
11450,4/13/2012,Bill,Contact
11450,4/16/2012,Bill,Contact
11450,4/18/2012,Bill,Quote
11450,4/19/2012,Bill,Win
11451,4/20/2012,Jane,Lead
11451,4/23/2012,Jane,Contact
11451,4/25/2012,Jane,Contact
11451,4/26/2012,Jane,Contact
11451,5/1/2012,Jane,Contact
11451,5/2/2012,Jane,Quote
11451,5/3/2012,Jane,Win
11452,5/4/2012,Bob,Lead
11452,5/8/2012,Bob,Contact
11452,5/9/2012,Bob,Contact
11452,5/10/2012,Bob,Contact
11452,5/11/2012,Bob,Contact
11452,5/15/2012,Bob,Contact
11452,5/16/2012,Bob,Quote
11452,5/17/2012,Bob,Win
11453,5/18/2012,Mary,Lead
11453,5/21/2012,Mary,Contact
11453,5/22/2012,Mary,Contact
11453,5/24/2012,Mary,Contact
11453,5/25/2012,Mary,Contact
11453,5/29/2012,Mary,Contact
11453,5/30/2012,Mary,Quote
11453,5/31/2012,Mary,Win
11454,6/1/2012,Bill,Lead
11454,6/4/2012,Bill,Contact
11454,6/5/2012,Bill,Contact
11454,6/8/2012,Bill,Contact
11454,6/13/2012,Bill,No Quote
11454,6/14/2012,Bill,Lose
11455,6/15/2012,Jane,Lead
11455,6/22/2012,Jane,Contact
11455,6/25/2012,Jane,Contact
11455,6/27/2012,Jane,No Quote
11455,6/28/2012,Jane,Lose
11456,6/29/2012,Bob,Lead
11456,7/2/2012,Bob,Contact
11456,7/3/2012,Bob,Contact
11456,7/4/2012,Bob,Contact
11456,7/5/2012,Bob,Contact
11456,7/6/2012,Bob,Contact
11456,7/9/2012,Bob,Contact
11456,7/11/2012,Bob,No Quote
11456,7/12/2012,Bob,Lose
11457,7/13/2012,Mary,Lead
11457,7/17/2012,Mary,Contact
11457,7/24/2012,Mary,Contact
11457,7/25/2012,Mary,No Quote
11457,7/26/2012,Mary,Lose
11458,7/27/2012,Bill,Lead
11458,7/30/2012,Bill,Contact
11458,8/3/2012,Bill,Contact
11458,8/8/2012,Bill,No Quote
11458,8/9/2012,Bill,Lose
11459,8/10/2012,Jane,Lead
11459,8/16/2012,Jane,Contact
11459,8/20/2012,Jane,Contact
11459,8/22/2012,Jane,No Quote
11459,8/23/2012,Jane,Lose
11460,8/24/2012,Bob,Lead
11460,8/28/2012,Bob,Contact
11460,8/29/2012,Bob,Contact
11460,9/4/2012,Bob,Contact
11460,9/5/2012,Bob,No Quote
11460,9/6/2012,Bob,Lose
11461,9/7/2012,Mary,Lead
11461,9/10/2012,Mary,Contact
11461,9/11/2012,Mary,Contact
11461,9/13/2012,Mary,Contact
11461,9/14/2012,Mary,Contact
11461,9/19/2012,Mary,No Quote
11461,9/20/2012,Mary,Lose
11462,9/21/2012,Bill,Lead
11462,9/24/2012,Bill,Contact
11462,9/25/2012,Bill,Contact
11462,9/26/2012,Bill,Contact
11462,9/27/2012,Bill,Contact
11462,9/28/2012,Bill,Contact
11462,10/1/2012,Bill,Contact
11462,10/3/2012,Bill,Quote
11462,10/4/2012,Bill,Win
11463,10/5/2012,Jane,Lead
11463,10/11/2012,Jane,Contact
11463,10/12/2012,Jane,Contact
11463,10/17/2012,Jane,No Quote
11463,10/18/2012,Jane,Lose
11464,10/19/2012,Bob,Lead
11464,10/24/2012,Bob,Contact
11464,10/25/2012,Bob,Contact
11464,10/29/2012,Bob,Contact
11464,10/31/2012,Bob,No Quote
11464,11/1/2012,Bob,Lose
11465,11/2/2012,Mary,Lead
11465,11/7/2012,Mary,Contact
11465,11/12/2012,Mary,Contact
11465,11/14/2012,Mary,No Quote
11465,11/15/2012,Mary,Lose
11466,11/16/2012,Bill,Lead
11466,11/20/2012,Bill,Contact
11466,11/23/2012,Bill,Contact
11466,11/26/2012,Bill,Contact
11466,11/27/2012,Bill,Contact
11466,11/28/2012,Bill,No Quote
11466,11/29/2012,Bill,Lose
11467,11/30/2012,Jane,Lead
11467,12/3/2012,Jane,Contact
11467,12/4/2012,Jane,Contact
11467,12/5/2012,Jane,Contact
11467,12/6/2012,Jane,Contact
11467,12/7/2012,Jane,Contact
11467,12/12/2012,Jane,Quote
11467,12/13/2012,Jane,Lose
11468,12/14/2012,Bob,Lead
11468,12/18/2012,Bob,Contact
11468,12/19/2012,Bob,Contact
11468,12/26/2012,Bob,No Quote
11468,12/27/2012,Bob,Lose
11469,12/28/2012,Mary,Lead
11469,1/3/2013,Mary,Contact
11469,1/8/2013,Mary,Contact
11469,1/9/2013,Mary,No Quote
11469,1/10/2013,Mary,Lose
11470,1/11/2013,Bill,Lead
11470,1/15/2013,Bill,Contact
11470,1/21/2013,Bill,Contact
11470,1/22/2013,Bill,Contact
11470,1/23/2013,Bill,No Quote
11470,1/24/2013,Bill,Lose
11471,1/25/2013,Jane,Lead
11471,1/29/2013,Jane,Contact
11471,2/1/2013,Jane,Contact
11471,2/4/2013,Jane,Contact
11471,2/6/2013,Jane,No Quote
11471,2/7/2013,Jane,Lose
11472,2/8/2013,Bob,Lead
11472,2/12/2013,Bob,Contact
11472,2/14/2013,Bob,Contact
11472,2/15/2013,Bob,Contact
11472,2/20/2013,Bob,No Quote
11472,2/21/2013,Bob,Lose
11473,2/22/2013,Mary,Lead
11473,2/27/2013,Mary,Contact
11473,2/28/2013,Mary,Contact
11473,3/1/2013,Mary,Contact
11473,3/6/2013,Mary,No Quote
11473,3/7/2013,Mary,Lose
11474,3/8/2013,Bill,Lead
11474,3/11/2013,Bill,Contact
11474,3/19/2013,Bill,Contact
11474,3/20/2013,Bill,No Quote
11474,3/21/2013,Bill,Lose
11475,3/22/2013,Jane,Lead
11475,3/26/2013,Jane,Contact
11475,3/28/2013,Jane,Contact
11475,4/1/2013,Jane,Contact
11475,4/2/2013,Jane,Contact
11475,4/3/2013,Jane,No Quote
11475,4/4/2013,Jane,Lose
11476,4/5/2013,Bob,Lead
11476,4/9/2013,Bob,Contact
11476,4/10/2013,Bob,Contact
11476,4/12/2013,Bob,Contact
11476,4/16/2013,Bob,Contact
11476,4/17/2013,Bob,No Quote
11476,4/18/2013,Bob,Lose
11477,4/19/2013,Mary,Lead
11477,4/24/2013,Mary,Contact
11477,4/25/2013,Mary,Contact
11477,4/26/2013,Mary,Contact
11477,4/30/2013,Mary,Contact
11477,5/1/2013,Mary,Quote
11477,5/2/2013,Mary,Win
11478,5/3/2013,Bill,Lead
11478,5/6/2013,Bill,Contact
11478,5/9/2013,Bill,Contact
11478,5/13/2013,Bill,Contact
11478,5/14/2013,Bill,Contact
11478,5/15/2013,Bill,No Quote
11478,5/16/2013,Bill,Lose
11479,5/17/2013,Jane,Lead
11479,5/21/2013,Jane,Contact
11479,5/23/2013,Jane,Contact
11479,5/28/2013,Jane,Contact
11479,5/29/2013,Jane,No Quote
11479,5/30/2013,Jane,Lose
11480,5/31/2013,Bob,Lead
11480,6/10/2013,Bob,Contact
11480,6/11/2013,Bob,Contact
11480,6/12/2013,Bob,No Quote
11480,6/13/2013,Bob,Lose
11481,6/14/2013,Mary,Lead
11481,6/18/2013,Mary,Contact
11481,6/20/2013,Mary,Contact
11481,6/26/2013,Mary,No Quote
11481,6/27/2013,Mary,Lose
11482,6/28/2013,Bill,Lead
11482,7/2/2013,Bill,Contact
11482,7/3/2013,Bill,Contact
11482,7/5/2013,Bill,Contact
11482,7/8/2013,Bill,Contact
11482,7/10/2013,Bill,Quote
11482,7/11/2013,Bill,Win
11483,7/12/2013,Jane,Lead
11483,7/15/2013,Jane,Contact
11483,7/18/2013,Jane,Contact
11483,7/22/2013,Jane,Contact
11483,7/24/2013,Jane,No Quote
11483,7/25/2013,Jane,Lose
11484,7/26/2013,Bob,Lead
11484,7/31/2013,Bob,Contact
11484,8/1/2013,Bob,Contact
11484,8/2/2013,Bob,Contact
11484,8/5/2013,Bob,Contact
11484,8/6/2013,Bob,Contact
11484,8/7/2013,Bob,Quote
11484,8/8/2013,Bob,Win
11485,8/9/2013,Mary,Lead
11485,8/12/2013,Mary,Contact
11485,8/13/2013,Mary,Contact
11485,8/14/2013,Mary,Contact
11485,8/15/2013,Mary,Contact
11485,8/21/2013,Mary,No Quote
11485,8/22/2013,Mary,Lose
11486,8/23/2013,Bill,Lead
11486,8/30/2013,Bill,Contact
11486,9/2/2013,Bill,Contact
11486,9/3/2013,Bill,Contact
11486,9/4/2013,Bill,Quote
11486,9/5/2013,Bill,Lose
11487,9/6/2013,Jane,Lead
11487,9/9/2013,Jane,Contact
11487,9/11/2013,Jane,Contact
11487,9/12/2013,Jane,Contact
11487,9/16/2013,Jane,Contact
11487,9/18/2013,Jane,Quote
11487,9/19/2013,Jane,Win
11488,9/20/2013,Bob,Lead
11488,9/23/2013,Bob,Contact
11488,9/25/2013,Bob,Contact
11488,9/26/2013,Bob,Contact
11488,9/30/2013,Bob,Contact
11488,10/1/2013,Bob,Contact
11488,10/2/2013,Bob,Quote
11488,10/3/2013,Bob,Win
11489,10/4/2013,Mary,Lead
11489,10/7/2013,Mary,Contact
11489,10/8/2013,Mary,Contact
11489,10/9/2013,Mary,Contact
11489,10/11/2013,Mary,Contact
11489,10/14/2013,Mary,Contact
11489,10/15/2013,Mary,Contact
11489,10/16/2013,Mary,No Quote
11489,10/17/2013,Mary,Lose
11490,10/18/2013,Bill,Lead
11490,10/22/2013,Bill,Contact
11490,10/23/2013,Bill,Contact
11490,10/30/2013,Bill,No Quote
11490,10/31/2013,Bill,Lose
11491,11/1/2013,Jane,Lead
11491,11/4/2013,Jane,Contact
11491,11/6/2013,Jane,Contact
11491,11/7/2013,Jane,Contact
11491,11/8/2013,Jane,Contact
11491,11/12/2013,Jane,Contact
11491,11/13/2013,Jane,Quote
11491,11/14/2013,Jane,Lose
11492,11/15/2013,Bob,Lead
11492,11/18/2013,Bob,Contact
11492,11/20/2013,Bob,Contact
11492,11/21/2013,Bob,Contact
11492,11/27/2013,Bob,No Quote
11492,11/28/2013,Bob,Lose
11493,11/29/2013,Mary,Lead
11493,12/2/2013,Mary,Contact
11493,12/3/2013,Mary,Contact
11493,12/4/2013,Mary,Contact
11493,12/6/2013,Mary,Contact
11493,12/9/2013,Mary,Contact
11493,12/10/2013,Mary,Contact
11493,12/11/2013,Mary,Quote
11493,12/12/2013,Mary,Win
11494,12/13/2013,Bill,Lead
11494,12/16/2013,Bill,Contact
11494,12/17/2013,Bill,Contact
11494,12/18/2013,Bill,Contact
11494,12/19/2013,Bill,Contact
11494,12/23/2013,Bill,Contact
11494,12/24/2013,Bill,Contact
11494,12/25/2013,Bill,Quote
11494,12/26/2013,Bill,Win
11495,12/27/2013,Jane,Lead
11495,12/30/2013,Jane,Contact
11495,1/1/2014,Jane,Contact
11495,1/3/2014,Jane,Contact
11495,1/6/2014,Jane,Contact
11495,1/7/2014,Jane,Contact
11495,1/8/2014,Jane,Quote
11495,1/9/2014,Jane,Lose
11496,1/10/2014,Bob,Lead
11496,1/14/2014,Bob,Contact
11496,1/17/2014,Bob,Contact
11496,1/21/2014,Bob,Contact
11496,1/22/2014,Bob,No Quote
11496,1/23/2014,Bob,Lose
11497,1/24/2014,Mary,Lead
11497,1/29/2014,Mary,Contact
11497,1/30/2014,Mary,Contact
11497,1/31/2014,Mary,Contact
11497,2/4/2014,Mary,Contact
11497,2/5/2014,Mary,No Quote
11497,2/6/2014,Mary,Lose
11498,2/7/2014,Bill,Lead
11498,2/11/2014,Bill,Contact
11498,2/14/2014,Bill,Contact
11498,2/19/2014,Bill,No Quote
11498,2/20/2014,Bill,Lose
11499,2/21/2014,Jane,Lead
11499,2/24/2014,Jane,Contact
11499,2/25/2014,Jane,Contact
11499,3/5/2014,Jane,No Quote
11499,3/6/2014,Jane,Lose
11500,3/7/2014,Bob,Lead
11500,3/10/2014,Bob,Contact
11500,3/13/2014,Bob,Contact
11500,3/14/2014,Bob,Contact
11500,3/18/2014,Bob,Contact
11500,3/19/2014,Bob,No Quote
11500,3/20/2014,Bob,Lose
11501,3/21/2014,Mary,Lead
11501,3/26/2014,Mary,Contact
11501,3/28/2014,Mary,Contact
11501,3/31/2014,Mary,Contact
11501,4/1/2014,Mary,Contact
11501,4/2/2014,Mary,No Quote
11501,4/3/2014,Mary,Lose
11502,4/4/2014,Bill,Lead
11502,4/8/2014,Bill,Contact
11502,4/10/2014,Bill,Contact
11502,4/11/2014,Bill,Contact
11502,4/14/2014,Bill,Contact
11502,4/16/2014,Bill,No Quote
11502,4/17/2014,Bill,Lose
11503,4/18/2014,Jane,Lead
11503,4/22/2014,Jane,Contact
11503,4/23/2014,Jane,Contact
11503,4/25/2014,Jane,Contact
11503,4/28/2014,Jane,Contact
11503,4/29/2014,Jane,Contact
11503,4/30/2014,Jane,Quote
11503,5/1/2014,Jane,Win
11504,5/2/2014,Bob,Lead
11504,5/5/2014,Bob,Contact
11504,5/7/2014,Bob,Contact
11504,5/8/2014,Bob,Contact
11504,5/9/2014,Bob,Contact
11504,5/12/2014,Bob,Contact
11504,5/13/2014,Bob,Contact
11504,5/14/2014,Bob,No Quote
11504,5/15/2014,Bob,Lose
11505,5/16/2014,Mary,Lead
11505,5/19/2014,Mary,Contact
11505,5/28/2014,Mary,No Quote
11505,5/29/2014,Mary,Lose
11506,5/30/2014,Bill,Lead
11506,6/2/2014,Bill,Contact
11506,6/5/2014,Bill,Contact
11506,6/6/2014,Bill,Contact
11506,6/10/2014,Bill,Contact
11506,6/11/2014,Bill,No Quote
11506,6/12/2014,Bill,Lose
11507,6/13/2014,Jane,Lead
11507,6/17/2014,Jane,Contact
11507,6/18/2014,Jane,Contact
11507,6/20/2014,Jane,Contact
11507,6/24/2014,Jane,Contact
11507,6/25/2014,Jane,No Quote
11507,6/26/2014,Jane,Lose
11508,6/27/2014,Bob,Lead
11508,7/4/2014,Bob,Contact
11508,7/7/2014,Bob,Contact
11508,7/9/2014,Bob,No Quote
11508,7/10/2014,Bob,Lose
11509,7/11/2014,Mary,Lead
11509,7/15/2014,Mary,Contact
11509,7/16/2014,Mary,Contact
11509,7/17/2014,Mary,Contact
11509,7/22/2014,Mary,Contact
11509,7/23/2014,Mary,Quote
11509,7/24/2014,Mary,Lose
11510,7/25/2014,Bill,Lead
11510,7/28/2014,Bill,Contact
11510,7/29/2014,Bill,Contact
11510,7/31/2014,Bill,Contact
11510,8/1/2014,Bill,Contact
11510,8/5/2014,Bill,Contact
11510,8/6/2014,Bill,Quote
11510,8/7/2014,Bill,Win
11511,8/8/2014,Jane,Lead
11511,8/11/2014,Jane,Contact
11511,8/15/2014,Jane,Contact
11511,8/20/2014,Jane,No Quote
11511,8/21/2014,Jane,Lose
11512,8/22/2014,Bob,Lead
11512,8/26/2014,Bob,Contact
11512,8/27/2014,Bob,Contact
11512,9/3/2014,Bob,No Quote
11512,9/4/2014,Bob,Lose
11513,9/5/2014,Mary,Lead
11513,9/9/2014,Mary,Contact
11513,9/10/2014,Mary,Contact
11513,9/11/2014,Mary,Contact
11513,9/16/2014,Mary,Contact
11513,9/17/2014,Mary,Quote
11513,9/18/2014,Mary,Lose
11514,9/19/2014,Bill,Lead
11514,9/22/2014,Bill,Contact
11514,9/24/2014,Bill,Contact
11514,9/25/2014,Bill,Contact
11514,9/29/2014,Bill,Contact
11514,10/1/2014,Bill,No Quote
11514,10/2/2014,Bill,Lose
11515,10/3/2014,Jane,Lead
11515,10/6/2014,Jane,Contact
11515,10/7/2014,Jane,Contact
11515,10/8/2014,Jane,Contact
11515,10/13/2014,Jane,Contact
11515,10/14/2014,Jane,Contact
11515,10/15/2014,Jane,No Quote
11515,10/16/2014,Jane,Lose
11516,10/17/2014,Bob,Lead
11516,10/20/2014,Bob,Contact
11516,10/21/2014,Bob,Contact
11516,10/23/2014,Bob,Contact
11516,10/27/2014,Bob,Contact
11516,10/29/2014,Bob,No Quote
11516,10/30/2014,Bob,Lose
11517,10/31/2014,Mary,Lead
11517,11/7/2014,Mary,Contact
11517,11/10/2014,Mary,Contact
11517,11/11/2014,Mary,Contact
11517,11/12/2014,Mary,No Quote
11517,11/13/2014,Mary,Lose
11518,11/14/2014,Bill,Lead
11518,11/17/2014,Bill,Contact
11518,11/18/2014,Bill,Contact
11518,11/19/2014,Bill,Contact
11518,11/20/2014,Bill,Contact
11518,11/21/2014,Bill,Contact
11518,11/24/2014,Bill,Contact
11518,11/26/2014,Bill,Quote
11518,11/27/2014,Bill,Win
11519,11/28/2014,Jane,Lead
11519,12/8/2014,Jane,Contact
11519,12/10/2014,Jane,No Quote
11519,12/11/2014,Jane,Lose
11520,12/12/2014,Bob,Lead
11520,12/15/2014,Bob,Contact
11520,12/16/2014,Bob,Contact
11520,12/17/2014,Bob,Contact
11520,12/19/2014,Bob,Contact
11520,12/23/2014,Bob,Contact
11520,12/24/2014,Bob,Quote
11520,12/25/2014,Bob,Win
11521,12/26/2014,Mary,Lead
11521,12/31/2014,Mary,Contact
11521,1/6/2015,Mary,Contact
11521,1/7/2015,Mary,No Quote
11521,1/8/2015,Mary,Lose
11522,1/9/2015,Bill,Lead
11522,1/13/2015,Bill,Contact
11522,1/14/2015,Bill,Contact
11522,1/15/2015,Bill,Contact
11522,1/16/2015,Bill,Contact
11522,1/20/2015,Bill,Contact
11522,1/21/2015,Bill,Quote
11522,1/22/2015,Bill,Win
11523,1/23/2015,Jane,Lead
11523,1/26/2015,Jane,Contact
11523,1/29/2015,Jane,Contact
11523,2/2/2015,Jane,Contact
11523,2/3/2015,Jane,Contact
11523,2/4/2015,Jane,Quote
11523,2/5/2015,Jane,Win
11524,2/6/2015,Bob,Lead
11524,2/12/2015,Bob,Contact
11524,2/13/2015,Bob,Contact
11524,2/16/2015,Bob,Contact
11524,2/18/2015,Bob,No Quote
11524,2/19/2015,Bob,Lose
11525,2/20/2015,Mary,Lead
11525,3/4/2015,Mary,No Quote
11525,3/5/2015,Mary,Lose
11526,3/6/2015,Bill,Lead
11526,3/9/2015,Bill,Contact
11526,3/10/2015,Bill,Contact
11526,3/11/2015,Bill,Contact
11526,3/17/2015,Bill,Contact
11526,3/18/2015,Bill,No Quote
11526,3/19/2015,Bill,Lose
11527,3/20/2015,Jane,Lead
11527,3/23/2015,Jane,Contact
11527,3/25/2015,Jane,Contact
11527,3/27/2015,Jane,Contact
11527,3/31/2015,Jane,Contact
11527,4/1/2015,Jane,No Quote
11527,4/2/2015,Jane,Lose
11528,4/3/2015,Bob,Lead
11528,4/9/2015,Bob,Contact
11528,4/10/2015,Bob,Contact
11528,4/14/2015,Bob,Contact
11528,4/15/2015,Bob,No Quote
11528,4/16/2015,Bob,Lose
11529,4/17/2015,Mary,Lead
11529,4/22/2015,Mary,Contact
11529,4/23/2015,Mary,Contact
11529,4/24/2015,Mary,Contact
11529,4/28/2015,Mary,Contact
11529,4/29/2015,Mary,No Quote
11529,4/30/2015,Mary,Lose
11530,5/1/2015,Bill,Lead
11530,5/5/2015,Bill,Contact
11530,5/7/2015,Bill,Contact
11530,5/8/2015,Bill,Contact
11530,5/11/2015,Bill,Contact
11530,5/12/2015,Bill,Contact
11530,5/13/2015,Bill,No Quote
11530,5/14/2015,Bill,Lose
11531,5/15/2015,Jane,Lead
11531,5/21/2015,Jane,Contact
11531,5/26/2015,Jane,Contact
11531,5/27/2015,Jane,No Quote
11531,5/28/2015,Jane,Lose
11532,5/29/2015,Bob,Lead
11532,6/1/2015,Bob,Contact
11532,6/2/2015,Bob,Contact
11532,6/5/2015,Bob,Contact
11532,6/8/2015,Bob,Contact
11532,6/10/2015,Bob,No Quote
11532,6/11/2015,Bob,Lose
11533,6/12/2015,Mary,Lead
11533,6/16/2015,Mary,Contact
11533,6/17/2015,Mary,Contact
11533,6/22/2015,Mary,Contact
11533,6/24/2015,Mary,No Quote
11533,6/25/2015,Mary,Lose
11534,6/26/2015,Bill,Lead
11534,6/29/2015,Bill,Contact
11534,6/30/2015,Bill,Contact
11534,7/3/2015,Bill,Contact
11534,7/7/2015,Bill,Contact
11534,7/8/2015,Bill,No Quote
11534,7/9/2015,Bill,Lose
11535,7/10/2015,Jane,Lead
11535,7/13/2015,Jane,Contact
11535,7/16/2015,Jane,Contact
11535,7/17/2015,Jane,Contact
11535,7/22/2015,Jane,No Quote
11535,7/23/2015,Jane,Lose
11536,7/24/2015,Bob,Lead
11536,7/27/2015,Bob,Contact
11536,7/29/2015,Bob,Contact
11536,7/30/2015,Bob,Contact
11536,8/5/2015,Bob,No Quote
11536,8/6/2015,Bob,Lose
11537,8/7/2015,Mary,Lead
11537,8/11/2015,Mary,Contact
11537,8/17/2015,Mary,Contact
11537,8/18/2015,Mary,Contact
11537,8/19/2015,Mary,Quote
11537,8/20/2015,Mary,Lose
11538,8/21/2015,Bill,Lead
11538,9/1/2015,Bill,Contact
11538,9/2/2015,Bill,No Quote
11538,9/3/2015,Bill,Lose
11539,9/4/2015,Jane,Lead
11539,9/8/2015,Jane,Contact
11539,9/9/2015,Jane,Contact
11539,9/10/2015,Jane,Contact
11539,9/14/2015,Jane,Contact
11539,9/15/2015,Jane,Contact
11539,9/16/2015,Jane,No Quote
11539,9/17/2015,Jane,Lose
11540,9/18/2015,Bob,Lead
11540,9/23/2015,Bob,Contact
11540,9/25/2015,Bob,Contact
11540,9/28/2015,Bob,Contact
11540,9/29/2015,Bob,Contact
11540,9/30/2015,Bob,No Quote
11540,10/1/2015,Bob,Lose
11541,10/2/2015,Mary,Lead
11541,10/6/2015,Mary,Contact
11541,10/7/2015,Mary,Contact
11541,10/9/2015,Mary,Contact
11541,10/14/2015,Mary,No Quote
11541,10/15/2015,Mary,Lose
11542,10/16/2015,Bill,Lead
11542,10/19/2015,Bill,Contact
11542,10/20/2015,Bill,Contact
11542,10/23/2015,Bill,Contact
11542,10/26/2015,Bill,Contact
11542,10/27/2015,Bill,Contact
11542,10/28/2015,Bill,Quote
11542,10/29/2015,Bill,Win
11543,10/30/2015,Jane,Lead
11543,11/2/2015,Jane,Contact
11543,11/3/2015,Jane,Contact
11543,11/4/2015,Jane,Contact
11543,11/11/2015,Jane,No Quote
11543,11/12/2015,Jane,Lose
11544,11/13/2015,Bob,Lead
11544,11/17/2015,Bob,Contact
11544,11/18/2015,Bob,Contact
11544,11/23/2015,Bob,Contact
11544,11/24/2015,Bob,Contact
11544,11/25/2015,Bob,No Quote
11544,11/26/2015,Bob,Lose
11545,11/27/2015,Mary,Lead
11545,12/1/2015,Mary,Contact
